NR,Ebene,Gebiet,Einwohner,Dynamik1,Dynamik2,Dynamik4,Dynamik5,Dynamik3,Dynamik6,Status1,Status2,Status3,Status5,Status6,,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
8020624,Planungsraum,Britzer Garten,880,21.7,-7.6,-0.3,-4.0,-20.9,9.9,14.8,10.6,5.4,42.4,12.2,,14,20.6,11.1,4.9,0,0.3,1.8,1,1.4,1.4,14.6
8020625,Planungsraum,Handwerker-Siedlung,"3,123",17,1.8,-1.9,-7.3,19,0.4,11.3,7.7,4.2,16.3,4.3,,14,24.3,8.3,1.1,0.2,0.6,1.1,2.7,1.3,1.1,5.3
8020726,Planungsraum,Buckow West,"8,169",19.9,-0.9,-1.3,-0.4,-4.6,2.1,10.2,10.9,3.8,25.3,6.6,,15.1,23,8.3,2.7,0.4,0.3,0.6,1.7,1.3,1.1,8.8
8020727,Planungsraum,Buckow Mitte,"11,358",19.8,0.3,-0.6,0.5,5.4,2,9.6,8.2,3.7,28,6,,16.4,23.9,6,1.7,0.5,0.6,1.1,0.7,0.8,0.7,8.6
8020728,Planungsraum,Buckow Ost,"7,719",24.7,-0.8,0.1,-1.0,3,4.7,12.1,11.8,4.7,38.5,7.5,,16.5,21,9.5,2.4,0.8,0.7,1.9,1.4,1.1,0.9,11.1
8030829,Planungsraum,Gropiusstadt Nord,"12,099",17.7,0.6,-1.1,-1.5,2.7,2.3,17.8,15.6,7.4,65.7,18.1,,16.1,28.1,15,5.5,1.6,1.4,1.5,1.1,2.1,2,25.4
8030830,Planungsraum,Gropiusstadt Süd,"7,307",17,1.2,-0.8,1.6,3.6,0.9,14.6,11.5,5.8,52.1,13.1,,11.6,32.4,11,4.9,0.7,0.5,1.1,0.7,1.8,1.5,18.9
8030831,Planungsraum,Gropiusstadt Ost,"16,820",19.7,-0.3,-0.8,-1.7,-0.5,3.3,17.8,15.2,7.3,59.8,15.9,,17.8,22.8,16.5,7.2,0.8,0.9,2.3,0.6,3,2.8,23.3
8040932,Planungsraum,Goldhähnchenweg,"2,693",20.9,-0.1,-0.4,0.4,8.6,5.1,11.3,8.4,4.5,45.5,9.5,,14.5,29.1,6.8,2.7,0.6,0.3,0.8,0.9,0.8,0.8,15.1
8040933,Planungsraum,Vogelviertel Süd,"3,884",17.4,1.1,-0.5,8.8,0.7,5.6,9,8.6,3.2,27.5,4.9,,12.6,28,7.9,3.2,0.4,0.2,1.4,0.9,0.9,0.9,9.4
8040934,Planungsraum,Vogelviertel Nord,"2,607",20.2,-2.5,0.0,-0.1,-0.8,2.7,9.7,6.3,4,28,7.8,,16.7,15.9,7.3,1.9,0.3,0.2,1.2,1.5,1.2,1.2,8.5
8041035,Planungsraum,Blumenviertel,"7,657",15.2,-0.4,-0.3,3.2,5.8,1.2,6.4,4.8,2.6,8.1,5.9,,15.8,20.6,6.6,1.6,0.3,0.2,1.4,1,1,0.7,7.8
8041036,Planungsraum,Zittauer Straße,"7,065",13.9,-1.2,-0.7,2.2,5.7,1.3,6.7,5.7,2.7,12.7,5,,17.6,19.2,5.9,1.3,0.1,0.2,1.6,0.8,1.1,1,7
8041037,Planungsraum,Alt-Rudow,"9,746",17.4,-0.4,-0.5,-0.2,-0.5,-2.1,8.3,7.4,3.4,22.6,4.5,,15.3,22.9,5.7,1.1,0.3,0.3,0.7,1.5,0.8,0.7,7.3
8041038,Planungsraum,Waßmannsdorfer Chaussee,"6,571",13.6,0.3,-0.6,-1.0,2.3,0.4,5.8,3.9,2.4,11,4.3,,16.2,23.4,5.2,1.2,0.2,0.2,0.9,0.9,1,0.8,5.2
8041039,Planungsraum,Frauenviertel,"3,145",34,4.1,-0.4,-1.0,3.7,3,11.4,12.2,4.9,36.8,7.3,,24.5,15.5,9.3,3.5,1,0.2,0.8,1.4,1.2,1.2,8.5
8041040,Planungsraum,Waltersdorfer Chaussee Ost,"8,098",19.1,-1.6,-0.2,-1.5,2.3,2.8,9.5,7.4,3.5,37.3,4.9,,21.4,16.8,6.5,2.1,0.3,0.5,0.7,0.9,1.2,1.1,7
9010101,Planungsraum,Elsenstr.,"9,979",37.2,1.6,0.3,-2.9,1.4,-2.1,13.3,5.5,5.7,43.7,13.6,,14.9,13.1,11.6,2.4,0.9,0.7,1.5,1.8,1.4,1,17.3
9010102,Planungsraum,Am Treptower Park Nord,36,37.8,-5.4,-0.8,-0.6,0,0,24.2,0,12.1,100,0,,8.3,0,0,0,0,0,0,0,0,0,0
9010201,Planungsraum,Am Treptower Park Süd,"4,003",23,0.7,-12.6,0.0,-0.8,1.6,7.8,2.9,3.2,19.8,3.6,,13.9,23.3,4.8,0.2,0.5,0.7,0.4,0.9,0.7,0.5,4.7
9010202,Planungsraum,Köpenicker Landstraße,"6,693",21.4,0.1,-0.3,-1.8,-3.7,4,12.8,6.7,6.3,36.9,1.9,,7.2,33.9,2.6,0.3,0.1,0.4,0.2,0.2,0.7,0.5,1.9
9010301,Planungsraum,Baumschulenstraße,"13,676",24,0.2,-0.3,-1.6,-3.1,6.2,11.2,4.6,4.8,35.9,4,,9.4,33.3,3.5,0.4,0.1,0.4,0.5,0.3,0.6,0.5,4.7
9010302,Planungsraum,Späthsfelde,"2,870",10.2,0.6,-0.1,3.4,7.4,-0.2,6,4.7,2.5,4.1,6.1,,19.4,17.1,5.1,2.2,0.1,0.2,1.3,0.3,0.1,0.1,7.7
9010401,Planungsraum,Johannisthal West,"7,901",17.3,0.4,-0.2,3.5,-3.1,-0.7,9.3,6.2,4.1,24.5,0.4,,9.7,37.3,1.4,0,0.1,0.3,0,0.3,0.3,0.3,1.2
9010402,Planungsraum,Johannisthal Ost,"9,361",28.3,4.5,-0.4,5.8,9.4,0.6,9.4,5.2,3.9,24.2,2.6,,15.3,18.6,2.6,0.5,0,0.3,0.4,0.4,0.3,0.3,3.4
9020501,Planungsraum,Oberschöneweide West,"4,780",43,0.7,-1.5,-5.2,-6.9,7.3,19.3,8.3,8.5,55.7,7.7,,14.9,13.2,7.3,0.3,0.2,1,0.8,0.4,2.7,2.4,9.4
9020502,Planungsraum,Oberschöneweide Ost,"11,977",34.2,0.7,-1.2,-0.5,-6,0.5,14.8,6.2,6.4,45.3,9,,14.4,20.3,6.1,0.4,0.1,0.9,1.2,0.5,1.4,1.2,10.1
9020601,Planungsraum,Schnellerstr,"6,519",46.4,-1.2,-0.4,-0.6,-8.5,3.2,14,7.1,6.2,45.2,5.1,,12.7,21.1,9.3,0.3,1.2,0.9,1.5,0.6,1,0.5,5.9
9020602,Planungsraum,Oberspree,"3,581",13.4,-0.8,-0.8,1.5,0.8,-0.4,6.6,3,2.8,18.7,0,,11.6,30,0.8,0.1,0,0.3,0,0,0.1,0.1,0
9020701,Planungsraum,Adlershof West,253,43.5,-3.3,-0.1,9.9,-66.7,0,17.4,0,11.6,0,100,,3.6,19.4,27.3,0,1.2,4.7,2.4,0,3.6,3.6,100
9020702,Planungsraum,Adlershof Ost,"14,896",27.2,-0.3,-3.8,0.0,-4,3.2,10.7,6.8,5,27.6,2.9,,11.9,23.9,2.7,0.1,0.1,0.5,0.2,0.2,0.7,0.5,3
9020801,Planungsraum,Spindlersfeld,"2,787",24,0.3,-0.6,-0.3,-3.8,0,10.2,3.8,4.3,25.7,0.9,,11.7,22.2,2.5,0.1,0.1,0.5,0.1,0.1,1.2,1,0.9
9020802,Planungsraum,Kölln. Vorstadt,"6,541",31.8,0.3,-0.2,3.8,0.9,5.6,13.7,7.7,6,53.4,1.9,,14.2,20.3,4.3,0.2,0,0.7,0.3,0.3,1.2,0.9,2.6
9030901,Planungsraum,Dorf Altglienicke,"11,471",17.7,0.6,-0.4,0.1,3.6,1.5,6.2,3.9,2.4,11.3,1.4,,17.1,16.2,2,0.3,0.1,0.2,0.3,0.3,0.5,0.5,2
9030902,Planungsraum,Wohngebiet II,"5,952",29.7,-1.2,-1.0,-5.0,-1.3,7,17.6,8.9,8,53.8,4.3,,22,13.3,4.5,0.5,0.1,0.8,0.7,0.5,0.9,0.5,5.2
9030903,Planungsraum,Kölner Viertel,"7,512",27.3,0.9,-0.7,2.3,2.2,2.4,10.5,7.4,4.5,33.7,1.9,,23.2,11.8,3.3,0.3,0.2,1.2,0.4,0.3,0.5,0.2,3
9031001,Planungsraum,Bohnsdorf,"11,864",18.8,3,-1.7,4.4,15.3,3.5,6.9,4.3,2.5,15.8,0.8,,15.1,19.3,2.2,0.2,0,0.4,0.1,0.4,0.6,0.5,0.8
9031101,Planungsraum,Grünau,"5,361",19.9,-0.3,-1.0,0.6,1,1.7,6.8,4.1,3.3,13,2.6,,11,29.8,1.9,0.1,0.1,0.3,0,0.4,0.6,0.4,2.6
9031201,Planungsraum,Karolinenhof,"1,804",15.5,0.1,-0.9,-3.7,8.7,2.2,4.8,2.6,1.8,9.9,1.2,,13.7,22.4,2.2,0,0.2,0.3,0,0.5,0.8,0.8,1.2
9031202,Planungsraum,Schmöckwitz/Rauchfangswerder,"2,351",19.2,4.1,-1.0,0.0,6.9,-1.5,5.8,2.3,1.9,6.5,0.8,,15.4,20,3.6,0,0,0.4,0,0.4,1.1,0.1,0.8
9041301,Planungsraum,Kietzer Feld / Nachtheide,"14,032",17.5,1.3,-1.4,0.0,1.4,3.8,10.2,5.4,4.5,24,0.4,,10.7,30,0.9,0,0.1,0.1,0,0.2,0.1,0.1,0.6
9041302,Planungsraum,Wendenschloß,"1,770",24.5,2.4,-0.4,-4.7,17.9,1.1,4.8,0,1.9,3.7,2.5,,13.6,21.1,3.7,0.2,0,0.3,0.2,1.7,0.2,0.2,2.5
9041401,Planungsraum,Allende I,"4,702",16.8,1,-1.2,0.0,-2,6,9.6,2.9,4.1,35.1,2.5,,10.4,35.7,1.7,0.1,0,0.2,0.1,0.1,0.3,0.1,3.1
9041402,Planungsraum,Allende II,"1,619",18.1,0.2,-0.7,-3.3,14.3,8.9,9.4,5.4,3.7,38.7,0,,14.3,23.8,1.7,0,0,0.6,0.2,0,0.4,0.4,0
9041501,Planungsraum,Altstadt-Kietz,"6,547",32.9,-0.9,-0.5,-4.5,-1.9,4.4,13.4,7.5,6.2,54.2,3.6,,16.7,13.5,4.1,0.2,0.2,1.1,0.4,0.4,0.8,0.6,4.8
9041601,Planungsraum,Müggelheim,"6,350",15,1.5,-1.8,-6.2,8.7,-0.8,6.1,2.9,2.7,7,0.3,,14.1,19.1,1.3,0,0,0.2,0,0.3,0.4,0.4,0.7
9051701,Planungsraum,Hirschgarten,"3,516",16.6,0,-0.3,4.4,0.8,-1.8,8.2,1.7,3.9,15.5,1.7,,10.2,39.1,1.4,0,0,0.4,0.1,0.5,0,0,1.7
9051702,Planungsraum,Bölschestraße,"13,641",21.1,1.9,-0.7,-5.0,4.2,1.8,7.4,3.6,2.9,16.1,1.4,,12.9,30.4,2,0.1,0,0.4,0.2,0.5,0.3,0.2,1.5
9051801,Planungsraum,Rahnsdorf/Hessenwinkel,"8,776",17.9,-1.2,-0.9,1.7,5.5,-1.1,4.8,1.9,1.6,6.7,1.5,,13.7,23,1.8,0.1,0,0.4,0.2,0.2,0.5,0.4,1.5
9051901,Planungsraum,Dammvorstadt,"8,945",29,-0.5,-0.3,2.7,-4,6,11,7,4.4,34.5,1.9,,12.1,22.8,3.2,0.2,0.1,0.4,0.1,0.9,0.7,0.5,3.1
9052001,Planungsraum,Köpenick-Nord,"12,243",19.5,1.3,-1.2,6.0,8.2,1.6,9,4.4,4.1,15.8,0.7,,11,32.5,1.4,0,0,0.3,0,0.2,0.4,0.2,0.9
10010101,Planungsraum,Marzahn-West,"5,122",28.6,0.3,-0.6,4.4,9.2,6.5,22.7,13.7,11.7,63.9,7.6,,16.5,8.9,6.8,0.4,0.1,2.6,0.8,0.1,0.4,0.4,10.1
10010102,Planungsraum,Havemannstr.,"17,373",30.6,-0.9,-0.2,-1.5,1.1,2.3,22.2,14.6,10.7,67.1,5.4,,18.5,9.8,6,0.2,0.1,2,0.4,0,0.8,0.6,7.1
10010203,Planungsraum,Gewerbegebiet Bitterfelder Str.,260,244.1,-0.9,-0.5,1.3,-84.6,9.5,59.2,33.3,30,96.2,0,,14.6,1.2,6.9,0,2.3,0,0,1.2,3.5,1.2,0
10010204,Planungsraum,Wuhletalstr.,"10,058",25.8,-0.3,4.9,-27.8,1.6,-2.4,21.7,13.3,11.4,65.2,5.7,,16.2,11.2,4.9,0.1,0.1,1.5,0.8,0.1,1,0.8,7
10010205,Planungsraum,Marzahn-Ost,"7,856",25.9,-2.4,-0.8,1.8,-7.9,2.9,19.1,15,9.5,58.7,1.6,,14.1,9.7,3,0.1,0,0.7,0.5,0.2,0.6,0.5,2.2
10010206,Planungsraum,Ringkolonnaden,"15,618",26.2,-3.1,-0.9,-4.8,-4.6,4.9,19.5,13.4,9.7,61.1,4.4,,12.3,16,3.4,0.2,0.1,1.1,0.2,0.2,0.3,0.2,5.2
10010207,Planungsraum,Marzahner Promenade,"10,549",25.6,1.6,-1.5,4.6,7.8,7.5,17,13.4,8.6,57.8,6.3,,12.6,15.5,4.1,0.4,0.1,1.2,0.1,0.3,0.3,0.2,7.9
10010308,Planungsraum,Marzahner Chaussee,"1,577",19.3,-0.6,-0.3,4.5,2.6,2,7.8,4.7,3.5,9.7,4.2,,9.1,23.9,4.8,0,0,0.8,0.2,0.3,1.9,1.7,4.2
10010309,Planungsraum,Springpfuhl,"14,358",21.8,0.8,-0.7,4.8,2,3.7,17.4,10.9,8.4,54.9,11.8,,12.1,20.9,5.5,0.2,0.3,2,0.8,0.2,0.5,0.4,13.5
10010310,Planungsraum,Alt-Marzahn,"17,162",20.3,0.3,-0.3,1.5,3.1,3.6,14.8,9.9,7.4,44.4,5.4,,12.1,16.2,3.4,0.1,0.1,1,0.1,0.2,0.3,0.2,7
10010311,Planungsraum,Landsberger Tor,"2,771",36.5,7,-0.9,-0.4,22,3.2,10.7,8.6,5.6,43.5,5.5,,15.8,23.7,4.3,0.1,0.1,0.5,0.3,0,0.5,0.5,6.8
10020412,Planungsraum,Alte Hellersdorfer Straße,"5,707",40,-4.7,-0.7,0.3,-0.5,6.5,25.8,15.4,13,73.8,2.1,,24.3,9.3,4.1,0.3,0.1,1.1,0.2,0.3,0.4,0.2,2.6
10020413,Planungsraum,Gut Hellersdorf,"14,577",31.6,0.5,-1.2,1.6,-2.1,5,20.2,14.1,10,56.7,1.2,,15.5,13,2.2,0.2,0.1,0.7,0.1,0.1,0.2,0.2,1.6
10020414,Planungsraum,Helle Mitte,"1,757",38.6,1.9,-0.7,-2.5,7.5,-3.4,28.2,12.6,14.2,74,5.4,,22.1,12.9,9.3,0.3,0,6.9,0.2,0,0.9,0.7,12.4
10020415,Planungsraum,Hellersdorfer Promenade,"5,168",30.5,-2.4,-1.7,-2.0,-1.5,12.5,23.4,12.1,11.9,68,1.2,,19.5,10.8,3.3,0.2,0.3,1,0.3,0.1,0.6,0.4,1.8
10020416,Planungsraum,Böhlener Str.,"4,066",34.9,-0.4,0.3,-2.5,-0.4,8.4,22.3,15.5,10.5,67.5,2.7,,18.8,10.1,3.6,0.1,0.1,0.8,0.4,0.1,0.4,0.4,3.1
10020517,Planungsraum,Adele-Sandrock-Str.,"9,354",23.7,-1,0.5,0.8,-0.4,3.9,13.1,9.2,6.1,33.2,1.9,,14.7,13.8,1.7,0.1,0,0.4,0.1,0.1,0.2,0.2,2.6
10020518,Planungsraum,Schleipfuhl,"5,143",31.4,-0.3,-1.1,2.2,9.9,12,18.9,11.1,9,62.1,1.6,,21.9,8.5,2.3,0,0,0.6,0.1,0.4,0.3,0.1,2.1
10020519,Planungsraum,Boulevard Kastanienallee,"4,591",35.4,-2,-0.8,-1.8,5.6,8.6,23.3,14.5,11.5,71.6,2.1,,21.6,9.1,2.8,0.1,0.1,0.9,0.2,0,0.4,0.4,2.7
10020620,Planungsraum,Kaulsdorf-Nord II,"3,016",24.3,1,0.2,8.5,-6.9,7.8,17.1,11.7,9.2,52.3,2.4,,12.5,12,3.5,0.1,0.1,1,0.2,0.3,0.5,0.4,4.8
10020621,Planungsraum,Gelbes Viertel,"5,805",35.6,-1.3,-0.7,-4.0,-4.4,7.5,20.1,12.7,9.9,63.6,1.9,,19.2,7.7,2.7,0.1,0.1,0.7,0.3,0.1,0.3,0.2,3
10020622,Planungsraum,Kaulsdorf-Nord I,"8,582",21.4,-0.9,-1.5,5.7,1.5,3.9,15.2,11.2,7.4,45.9,5,,12.3,17.9,3.1,0.2,0.2,0.8,0.6,0.1,0.4,0.3,5.6
10020623,Planungsraum,Rotes Viertel,"6,726",22,-0.4,-0.1,-4.5,0.4,12.1,13.8,8.2,6.9,42.2,1.8,,13,16.6,1.9,0.1,0,0.8,0,0,0.4,0.3,3.2
10030724,Planungsraum,Oberfeldstr.,"7,936",20.7,3.7,-1.5,1.3,6.3,-0.6,4.2,2.9,1.6,6.8,2.7,,10.1,18.5,10.4,0.2,0.2,0.7,0.4,5,1.2,0.8,3.1
10030725,Planungsraum,Buckower Ring,"5,747",30,-5.1,-0.4,-0.5,-7.9,-1.6,16,12.3,7.6,40.3,10.7,,11.7,20,4.5,0.1,0.5,1.2,0.2,0.1,0.2,0.1,10.7
10030726,Planungsraum,Alt-Biesdorf,"2,393",15.1,2.2,-0.2,0.6,3.9,1.4,5.8,2.8,2.2,11,2.2,,11.6,25.3,2,0.1,0,0.3,0,0.3,0.4,0.4,2.2
10030727,Planungsraum,Biesdorf-Süd,"8,057",15.9,1.6,-1.1,-6.3,8.8,0.5,5,2.6,2.1,5.8,1.1,,14.6,15.7,1.8,0.1,0,0.3,0,0.4,0.3,0.2,1.4
10040828,Planungsraum,Kaulsdorf-Nord,"7,832",20.1,1.7,-0.8,-4.3,9.9,0.6,7.3,6.7,3.1,13.6,0.9,,15.3,12.7,1.4,0.1,0,0.2,0,0.2,0.4,0.2,1.7
10040829,Planungsraum,Alt-Kaulsdorf,"3,552",21.1,0.5,-0.4,-1.3,6.7,-1.9,7.2,4.5,3,9.2,0,,14.9,17.8,1.9,0,0.1,0.3,0.2,0.3,0.6,0.3,0
10040830,Planungsraum,Kaulsdorf-Süd,"7,438",14,1.5,0.0,-0.2,9.6,-0.4,6.1,4.3,2.6,7,1.4,,14.2,16.6,1.5,0,0.1,0.5,0.2,0.2,0.2,0.2,1.4
10040931,Planungsraum,Mahlsdorf-Nord,"8,794",16.3,1.4,-1.1,0.1,4.2,-0.9,5.3,3.4,2.4,6.5,1.4,,15.1,14.5,1.7,0.1,0.1,0.2,0.1,0.3,0.4,0.3,1.8
10040932,Planungsraum,Alt-Mahlsdorf,"3,873",17.6,1.1,-0.7,0.5,6.5,4.3,6.8,5.1,2.9,14.8,1.1,,14.2,16.4,1.3,0,0,0.2,0,0.4,0.4,0.4,1.6
10040933,Planungsraum,Mahlsdorf-Süd,"14,309",14.9,1.5,-1.7,-12.0,10.4,1,5.5,5.3,2.4,6.6,0.6,,15.1,16,1.3,0,0,0.2,0.1,0.3,0.4,0.2,0.6
11010101,Planungsraum,Dorf Malchow,448,23.3,2.2,-0.6,0.1,-8.3,-1.4,8.2,0,1.8,6.8,0,,12.5,18.1,1.3,0,0,0,0,0,1.3,1.3,0
11010102,Planungsraum,Dorf Wartenberg,"2,452",11.8,0.1,-1.7,0.0,14.1,0.5,5.2,3.3,2.3,3.9,0,,13.5,12.8,1.1,0,0,0.2,0,0.5,0.4,0.4,0
11010103,Planungsraum,Dorf Falkenberg,"1,107",23.5,9.1,0.3,0.0,21.2,8.7,7.7,4.1,3.8,15.4,0,,16.7,10.6,1.7,0,0,0.3,0,0,1.2,0.9,0
11010204,Planungsraum,Falkenberg Ost,"8,913",25.6,-0.5,-1.4,0.0,1.8,3.8,18.6,12.2,7.9,59,5.1,,18.6,8.8,6.3,0.2,0.1,1.7,0.6,0.1,0.4,0.3,6.5
11010205,Planungsraum,Falkenberg West,"6,789",25.7,-3,-0.2,-4.4,-1.5,4.2,16.8,11,6.5,61.3,7.8,,16.1,9.5,5.7,0.3,0.1,1.1,0.5,0.1,0.4,0.3,9.9
