Nummer,Name,EW 31.12.2014,Status-Index                    (Klasse),,Dynamik-Index             (Klasse),,Status/Dynamik-Index                                                    (Gruppe),,S1,S2,S3,S4,D1,D2,D3,D4,S4 new,EW 31.12. 2014,zS1,zS2,zS3,zS4,Status-summe,Status-Index (standardisierte Statussumme),Zuordnung Klasse Status-Index ,zD1,zD2,zD3,zD4,Dynamik-summe,Dynamik-Index (standardisierte Dynamik-summe),Zuordnung Klasse Dynamik-Index ,K 01,K 02,K 03,K04,K 05,K16,K 06,K 17,K 07,K 08,K 14,K 15,K 09,K 10,K 11,K 12,K 13
11030720,Herzbergstraße,"5,128",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.54,1.58,10.35,33.14,-1.40,-0.71,-0.52,2.71,30.43,"5,128",-0.56,-0.71,-0.21,0.24,-1.24,-0.32,mittel,-0.70,-0.79,-0.32,1.26,-0.56,-0.21,stabil,3.08,23.36,5.95,76.92,60.14,54.91,11.28,53.98,8.92,0.00,1.32,26.49,98.44,21.20,121.45,17.35,-0.78
11030721,Rüdigerstraße,"21,946",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.56,2.76,10.37,24.68,-1.92,-0.54,-0.03,-1.75,26.44,"21,946",0.05,0.28,-0.21,-0.18,-0.07,-0.02,mittel,-1.22,-0.45,0.13,-0.24,-1.78,-0.66,stabil,4.05,33.45,3.10,27.98,17.11,11.07,2.91,53.36,18.02,31.90,1.90,37.07,48.84,52.09,32.86,2.67,-4.14
11030824,Frankfurter Allee Süd,"10,004",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.40,3.05,14.63,40.28,-1.10,-0.36,-0.26,-4.04,44.32,"10,004",0.30,0.52,0.28,0.59,1.69,0.44,mittel,-0.41,-0.08,-0.08,-1.01,-1.58,-0.58,stabil,2.83,37.21,3.19,47.52,28.80,16.70,1.11,78.16,28.05,49.84,1.86,33.09,60.90,66.42,23.35,0.62,-2.37
11040925,Victoriastadt,"3,553",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.01,1.81,10.78,19.24,-1.14,-0.67,-0.01,-0.36,19.60,"3,553",-0.12,-0.51,-0.16,-0.45,-1.25,-0.32,mittel,-0.45,-0.71,0.15,0.23,-0.78,-0.29,stabil,4.15,32.75,11.49,17.18,16.55,10.05,1.59,42.58,12.43,14.35,1.60,35.78,99.75,49.98,31.73,0.78,-2.80
11040926,Weitlingstraße,"27,214",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.05,2.68,12.37,31.80,-1.99,-0.80,0.12,-0.59,32.39,"27,214",0.19,0.21,0.02,0.17,0.60,0.15,mittel,-1.29,-0.98,0.28,0.15,-1.85,-0.68,stabil,4.21,37.68,4.33,27.86,15.27,9.51,1.31,55.26,28.59,26.66,1.94,36.93,79.05,55.47,29.72,0.84,-5.31
11041022,Rosenfelder Ring,"5,088",3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",11.67,4.58,14.68,49.56,-2.45,-0.13,2.06,6.96,42.60,"5,088",1.28,1.80,0.29,1.05,4.42,1.14,niedrig,-1.74,0.38,2.08,2.68,3.40,1.25,negativ,7.74,37.12,2.55,58.25,23.05,14.37,3.49,51.57,41.70,4.58,1.87,36.95,77.57,59.22,31.54,1.60,0.27
11041023,Gensinger Straße,"5,902",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",10.02,3.41,18.52,44.60,-1.79,-0.87,-0.04,-4.56,49.16,"5,902",0.78,0.82,0.73,0.81,3.14,0.81,mittel,-1.09,-1.11,0.12,-1.18,-3.26,-1.20,positiv,6.01,33.50,3.78,45.88,24.97,13.30,2.02,81.53,40.13,24.50,1.78,32.72,78.35,64.84,20.66,1.04,1.30
11041027,Tierpark,"2,738",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",8.82,3.43,17.68,41.31,-4.74,-1.93,1.05,-3.69,45.00,"2,738",0.42,0.84,0.64,0.64,2.54,0.66,mittel,-3.99,-3.25,1.14,-0.89,-6.99,-2.58,positiv,4.63,29.20,5.09,41.38,18.77,10.88,1.56,61.07,39.10,35.29,1.85,34.74,43.06,62.02,25.78,0.42,-2.62
11041128,Sewanstraße,"24,697",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.97,3.15,11.63,41.08,-1.23,0.01,0.55,0.78,40.30,"24,697",0.17,0.60,-0.06,0.63,1.34,0.35,mittel,-0.54,0.66,0.67,0.61,1.40,0.52,stabil,3.44,35.81,1.86,40.12,17.94,10.78,1.18,76.12,29.23,42.90,1.96,35.36,29.47,66.68,21.86,1.21,-1.94
11051229,Rummelsburg,"3,420",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.52,1.54,3.86,3.17,-0.93,-0.24,0.02,-1.12,4.29,"3,420",-0.87,-0.74,-0.96,-1.25,-3.82,-0.99,mittel,-0.24,0.17,0.18,-0.03,0.07,0.03,stabil,3.14,9.91,0.72,17.97,12.63,6.08,0.73,53.37,13.16,6.76,1.97,45.93,13.54,59.71,21.20,-0.06,-3.54
11051330,Karlshorst West,"8,240",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.38,1.38,5.69,10.57,-0.55,-0.15,0.41,0.04,10.52,"8,240",-0.91,-0.88,-0.75,-0.88,-3.42,-0.89,mittel,0.13,0.33,0.54,0.36,1.36,0.50,stabil,1.44,30.92,2.39,12.44,14.87,10.53,0.83,65.44,6.18,31.80,1.82,36.56,8.01,53.00,30.96,1.34,-1.01
11051331,Karlshorst Nord,"9,595",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.03,1.40,3.98,5.84,-0.88,-0.03,0.20,-0.47,6.31,"9,595",-1.01,-0.86,-0.95,-1.12,-3.93,-1.02,hoch,-0.20,0.57,0.35,0.19,0.92,0.34,stabil,1.39,24.48,1.20,13.96,7.69,3.72,-0.05,52.66,19.40,17.67,2.06,42.17,0.00,64.72,19.70,1.80,6.92
11051332,Karlshorst Süd,"6,491",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.03,0.86,3.24,3.91,-0.79,-0.26,-0.52,-1.82,5.72,"6,491",-1.31,-1.31,-1.03,-1.22,-4.87,-1.26,hoch,-0.11,0.11,-0.33,-0.26,-0.59,-0.22,stabil,0.70,19.21,1.01,15.67,9.37,4.05,0.71,53.61,5.98,8.96,1.96,42.93,0.00,55.15,22.02,5.37,11.77
12103115,Breitkopfbecken,"7,449",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.88,4.00,22.74,54.15,-1.05,0.24,-0.26,0.31,53.85,"7,449",1.34,1.32,1.22,1.28,5.16,1.34,niedrig,-0.37,1.13,-0.08,0.45,1.14,0.42,stabil,6.13,43.24,7.92,63.12,36.50,19.99,1.30,67.23,41.57,2.89,1.78,35.22,100.00,56.57,26.47,0.30,-6.96
12103116,Hausotterplatz,"9,180",3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",10.83,3.49,23.19,53.63,-0.69,-0.20,1.41,3.33,50.30,"9,180",1.03,0.89,1.27,1.25,4.45,1.15,niedrig,-0.01,0.24,1.48,1.46,3.17,1.17,negativ,4.98,33.20,5.14,66.08,39.96,21.38,0.84,64.75,42.56,0.28,1.63,32.99,100.00,57.55,30.21,1.14,-2.79
12103117,Letteplatz,"10,039",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.17,3.56,23.78,55.58,-2.01,-0.62,-0.40,-0.60,56.18,"10,039",1.13,0.95,1.34,1.35,4.77,1.23,niedrig,-1.31,-0.62,-0.21,0.15,-1.99,-0.74,stabil,5.37,37.75,6.69,71.27,44.86,25.57,2.32,56.76,38.94,9.21,1.70,33.58,100.00,54.51,30.29,1.65,-2.88
12103218,Teichstraße,"13,017",3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",10.61,3.48,20.87,53.85,0.04,0.56,0.87,1.25,52.60,"13,017",0.96,0.88,1.00,1.27,4.11,1.06,niedrig,0.71,1.76,0.97,0.77,4.22,1.55,negativ,5.46,39.30,6.21,65.00,36.54,18.25,1.71,65.03,44.65,1.31,1.70,33.40,85.67,58.47,26.15,1.50,0.91
12103219,Schäfersee,"8,551",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.24,3.47,20.10,53.77,-0.24,0.03,0.15,-2.86,56.63,"8,551",1.15,0.87,0.92,1.26,4.20,1.09,niedrig,0.43,0.71,0.30,-0.61,0.83,0.31,stabil,5.64,38.99,4.35,65.89,35.47,18.10,1.65,64.53,44.22,0.06,1.78,35.37,99.93,59.11,25.11,1.47,-1.74
12103220,Humboldtstraße,"4,588",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.06,2.44,12.93,31.03,-2.32,-0.38,0.46,-0.83,31.86,"4,588",-0.11,0.01,0.09,0.13,0.12,0.03,mittel,-1.61,-0.13,0.59,0.07,-1.08,-0.40,stabil,2.91,39.02,3.26,46.67,23.43,10.72,0.02,54.67,28.31,0.88,2.06,37.09,97.08,67.07,19.11,0.71,-4.57
12214125,Waldidyll/Flughafensee,"7,005",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.61,1.29,6.54,16.24,-0.75,-0.05,0.15,-0.61,16.85,"7,005",-0.84,-0.95,-0.65,-0.60,-3.04,-0.79,mittel,-0.07,0.53,0.30,0.14,0.90,0.33,stabil,2.77,24.88,1.86,41.28,21.98,10.42,-0.48,63.01,13.57,1.92,1.95,41.38,35.32,65.34,22.29,-1.86,5.57
12214126,Tegel Süd,"7,551",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.79,3.49,20.22,45.07,-1.39,-0.41,1.08,0.27,44.81,"7,551",0.72,0.89,0.93,0.83,3.36,0.87,mittel,-0.70,-0.19,1.17,0.44,0.71,0.26,stabil,5.84,36.83,6.10,49.74,29.92,12.61,1.00,59.87,46.90,67.60,1.92,35.08,0.44,65.03,18.88,0.72,1.13
12214421,Reinickes Hof,"2,603",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",11.16,3.80,16.25,43.15,1.25,1.24,0.33,5.37,37.79,"2,603",1.13,1.14,0.47,0.73,3.47,0.90,mittel,1.90,3.15,0.47,2.15,7.67,2.83,negativ,6.84,35.08,4.55,53.46,29.43,15.90,1.94,46.38,34.46,0.00,1.84,35.69,91.28,60.93,25.62,2.33,0.57
12214422,Klixstraße,"7,688",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",11.90,3.92,28.77,62.37,-1.43,-0.07,1.27,-0.93,63.30,"7,688",1.35,1.25,1.92,1.69,6.20,1.61,sehr niedrig,-0.73,0.50,1.34,0.04,1.14,0.42,stabil,7.12,33.29,8.90,77.30,51.91,26.68,2.95,57.73,49.27,44.58,1.64,31.77,100.00,54.21,29.10,0.41,1.60
12214423,Mellerbogen,"5,534",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.82,2.84,14.60,44.23,-2.44,0.05,0.51,2.03,42.20,"5,534",0.12,0.35,0.28,0.79,1.54,0.40,mittel,-1.73,0.74,0.63,1.03,0.67,0.25,stabil,3.49,39.35,3.49,64.23,32.44,14.62,1.80,55.38,32.01,2.32,1.93,36.65,100.00,65.55,19.18,0.57,-1.96
12214424,Scharnweberstraße,"10,325",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.91,3.40,23.21,54.64,-1.25,-0.43,0.62,-2.38,57.02,"10,325",1.05,0.82,1.27,1.31,4.45,1.15,niedrig,-0.55,-0.23,0.74,-0.45,-0.49,-0.18,stabil,5.48,37.87,6.46,72.54,43.72,25.78,4.32,61.65,43.27,0.93,1.75,33.68,100.00,55.72,32.65,2.09,3.77
12214527,Alt-Tegel,"10,380",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.60,1.51,7.22,17.96,-0.01,-0.35,0.29,2.08,15.88,"10,380",-0.54,-0.76,-0.57,-0.52,-2.40,-0.62,mittel,0.66,-0.08,0.43,1.04,2.06,0.76,stabil,3.19,32.34,2.44,35.55,17.11,8.97,1.11,54.99,21.20,0.00,1.87,42.16,0.49,59.95,23.74,2.48,-3.18
12214528,Tegeler Forst,253,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12224229,Konradshöhe/Tegelort,"6,013",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.96,0.92,2.26,5.78,-0.66,-0.27,0.35,0.83,4.95,"6,013",-1.34,-1.26,-1.14,-1.12,-4.86,-1.26,hoch,0.02,0.10,0.49,0.63,1.23,0.46,stabil,0.58,22.32,0.44,23.94,11.08,4.19,0.27,48.81,6.83,0.00,2.19,50.37,0.00,72.56,15.48,0.71,5.83
12224230,Heiligensee,"17,860",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.62,0.74,2.58,4.49,-0.53,-0.02,0.04,-0.48,4.97,"17,860",-1.44,-1.41,-1.11,-1.19,-5.14,-1.33,hoch,0.15,0.59,0.20,0.19,1.13,0.42,stabil,1.19,21.17,1.06,19.62,10.31,3.91,0.33,43.35,7.19,2.06,2.10,46.20,21.25,72.48,17.17,0.75,9.01
12231101,Hermsdorf,"16,287",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.05,0.91,2.74,4.72,-0.10,-0.26,0.21,0.81,3.91,"16,287",-1.31,-1.27,-1.09,-1.17,-4.84,-1.25,hoch,0.57,0.11,0.36,0.62,1.65,0.61,stabil,1.27,24.67,0.93,19.86,10.39,4.64,0.65,45.90,8.16,2.34,2.30,51.19,0.22,72.17,16.29,0.63,8.72
12231102,Frohnau,"16,686",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.32,0.70,2.05,3.23,-0.33,0.01,0.10,-0.07,3.31,"16,686",-1.53,-1.44,-1.17,-1.25,-5.38,-1.39,hoch,0.35,0.67,0.26,0.32,1.59,0.59,stabil,0.71,19.10,0.98,18.92,10.18,3.85,0.18,39.97,6.56,0.00,2.32,53.07,0.00,70.44,16.98,0.80,10.21
12301203,Wittenau Süd,"14,476",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.23,2.21,11.29,26.28,-0.96,-0.40,0.19,-3.08,29.36,"14,476",-0.05,-0.18,-0.10,-0.10,-0.44,-0.11,mittel,-0.27,-0.17,0.34,-0.69,-0.79,-0.29,stabil,4.08,34.51,2.46,48.83,24.38,14.58,5.90,71.81,21.35,0.00,1.79,35.20,0.96,59.95,32.79,3.76,10.23
12301204,Wittenau Nord,"6,167",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3.64,0.99,6.19,14.29,-0.58,-0.17,0.60,0.61,13.68,"6,167",-1.13,-1.20,-0.69,-0.70,-3.73,-0.96,mittel,0.10,0.29,0.72,0.55,1.66,0.61,stabil,2.01,22.43,2.28,33.95,18.55,7.95,0.84,57.76,20.81,9.59,2.01,44.58,0.31,70.39,17.09,0.03,3.57
12301205,Waidmannslust,"4,825",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.32,1.33,5.10,9.46,-0.52,0.15,0.34,1.59,7.88,"4,825",-0.93,-0.92,-0.82,-0.94,-3.60,-0.93,mittel,0.16,0.94,0.48,0.88,2.46,0.91,stabil,4.01,27.43,1.36,27.98,14.57,5.58,0.46,42.75,15.48,0.00,2.22,48.88,0.00,67.32,21.53,1.22,7.49
12301206,Lübars,"4,969",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.16,0.85,3.14,4.81,-0.99,-0.21,-0.13,0.22,4.59,"4,969",-1.27,-1.32,-1.04,-1.17,-4.81,-1.24,hoch,-0.30,0.21,0.04,0.42,0.37,0.14,stabil,0.00,16.22,2.03,25.03,12.48,4.31,-0.04,47.66,2.30,3.73,2.06,44.86,3.08,69.74,15.75,2.01,12.05
12302107,Schorfheidestraße,"3,005",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5.18,1.39,7.05,19.50,0.65,-0.31,1.71,6.48,13.02,"3,005",-0.67,-0.87,-0.59,-0.44,-2.57,-0.66,mittel,1.31,0.02,1.75,2.52,5.60,2.07,negativ,3.37,18.73,1.60,61.05,33.24,13.31,2.82,69.25,26.01,19.30,1.91,40.98,100.00,67.95,18.94,1.84,5.00
12302108,Märkisches Zentrum,"13,526",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.17,4.17,27.45,65.42,-0.65,0.15,-0.24,-1.53,66.95,"13,526",1.43,1.45,1.76,1.84,6.49,1.68,sehr niedrig,0.03,0.94,-0.06,-0.17,0.74,0.27,stabil,5.48,35.64,4.36,60.98,36.68,16.03,1.99,67.90,58.61,79.43,1.77,34.59,100.00,60.01,21.55,0.68,3.90
12302109,Treuenbrietzener Straße,"11,183",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.36,4.20,34.66,67.71,-1.52,-0.23,0.49,-0.93,68.64,"11,183",1.79,1.48,2.60,1.95,7.82,2.02,sehr niedrig,-0.82,0.17,0.62,0.04,0.01,0.00,stabil,6.69,33.07,7.40,69.71,46.29,23.23,2.39,68.40,60.86,99.96,1.57,30.74,100.00,48.34,27.42,4.13,7.80
12302110,Dannenwalder Weg,"9,957",4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",12.84,4.30,31.00,61.69,0.52,0.77,1.61,1.06,60.62,"9,957",1.63,1.56,2.17,1.66,7.02,1.82,sehr niedrig,1.19,2.19,1.66,0.70,5.74,2.12,negativ,7.24,31.39,4.93,72.73,49.96,24.40,4.13,75.10,56.58,87.18,1.57,31.37,100.00,51.58,25.85,3.22,9.33
12302211,Lübarser Straße,"3,280",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.65,2.35,7.07,14.61,-0.61,0.15,0.30,-3.06,17.67,"3,280",-0.23,-0.06,-0.59,-0.68,-1.56,-0.40,mittel,0.07,0.94,0.44,-0.68,0.78,0.29,stabil,4.85,26.11,2.17,47.97,22.20,9.24,1.88,63.70,16.47,28.81,2.00,41.29,99.91,70.84,16.52,1.01,5.01
12302212,Rollbergesiedlung,"5,472",4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",11.74,3.45,30.65,64.33,-0.45,0.45,3.87,8.24,56.08,"5,472",1.30,0.85,2.13,1.79,6.07,1.57,sehr niedrig,0.23,1.55,3.77,3.11,8.66,3.19,negativ,5.52,35.37,7.58,49.80,33.26,15.75,4.19,59.40,57.75,0.00,1.73,34.64,0.00,55.50,27.03,2.39,14.09
12304313,Borsigwalde,"6,452",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.45,2.42,11.35,29.18,-1.17,-0.61,-0.16,4.10,25.08,"6,452",0.01,0.00,-0.10,0.04,-0.04,-0.01,mittel,-0.48,-0.59,0.01,1.72,0.66,0.24,stabil,4.04,36.60,3.43,33.51,17.20,9.83,1.64,51.74,30.94,17.65,2.02,40.28,100.00,63.19,23.37,0.99,5.93
12304314,Ziekowstraße/Freie Scholle,"9,679",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.78,1.63,7.49,18.20,-1.05,-0.58,0.07,-0.98,19.18,"9,679",-0.49,-0.67,-0.54,-0.50,-2.20,-0.57,mittel,-0.36,-0.53,0.23,0.02,-0.65,-0.24,stabil,2.69,37.76,3.25,22.32,11.74,5.25,0.41,52.56,23.11,0.00,2.16,41.32,0.00,71.27,17.02,0.89,-0.36
