Nummer,Name,EW 31.12.2014,Status-Index                    (Klasse),,Dynamik-Index             (Klasse),,Status/Dynamik-Index                                                    (Gruppe),,S1,S2,S3,S4,D1,D2,D3,D4,S4 new,EW 31.12. 2014,zS1,zS2,zS3,zS4,Status-summe,Status-Index (standardisierte Statussumme),Zuordnung Klasse Status-Index ,zD1,zD2,zD3,zD4,Dynamik-summe,Dynamik-Index (standardisierte Dynamik-summe),Zuordnung Klasse Dynamik-Index ,K 01,K 02,K 03,K04,K 05,K16,K 06,K 17,K 07,K 08,K 14,K 15,K 09,K 10,K 11,K 12,K 13
05010101,Hakenfelde Nord,"9,959",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.64,1.93,11.47,28.98,-1.12,-0.52,-0.09,-1.40,30.38,"9,959",-0.23,-0.41,-0.08,0.03,-0.70,-0.18,mittel,-0.43,-0.41,0.08,-0.12,-0.88,-0.32,stabil,4.30,26.86,2.64,42.69,22.57,10.15,-0.07,63.60,27.66,0.51,1.64,34.45,65.38,56.90,25.28,2.34,-1.55
05010102,Goltzstraße,"5,671",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.48,2.69,13.51,41.47,-1.77,-0.87,0.98,-1.15,42.62,"5,671",0.32,0.22,0.15,0.65,1.34,0.35,mittel,-1.07,-1.12,1.08,-0.04,-1.15,-0.42,stabil,6.81,50.00,2.69,31.35,17.23,9.15,1.77,46.24,35.28,0.62,2.04,38.10,26.26,61.76,24.70,1.44,1.68
05010103,Amorbacher Weg,"7,413",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.36,2.27,8.12,20.26,-0.67,-0.31,0.12,2.61,17.65,"7,413",-0.31,-0.14,-0.47,-0.40,-1.32,-0.34,mittel,0.02,0.01,0.28,1.22,1.52,0.56,stabil,2.97,34.08,2.24,25.13,13.48,5.58,0.23,48.55,24.59,0.00,2.15,43.77,2.32,67.50,19.95,0.11,1.62
05010204,Griesingerstraße,"3,142",4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",13.21,3.85,25.05,60.42,-1.36,-0.89,-0.98,-2.45,62.87,"3,142",1.74,1.19,1.49,1.59,6.01,1.56,sehr niedrig,-0.67,-1.16,-0.75,-0.47,-3.06,-1.13,positiv,8.02,32.91,6.87,60.27,34.95,14.93,2.21,77.40,64.45,53.25,1.47,29.98,0.00,55.52,24.77,1.36,3.48
05010205,An der Tränke,"1,906",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",2.85,1.13,3.73,11.91,-0.12,0.33,0.02,4.69,7.22,"1,906",-1.37,-1.09,-0.98,-0.82,-4.25,-1.10,hoch,0.55,1.32,0.18,1.92,3.96,1.46,negativ,1.19,20.00,0.00,36.53,24.71,9.13,2.17,72.41,14.00,0.00,1.91,40.35,99.84,77.29,17.43,-1.14,3.81
05010206,Gütersloher Weg,"9,945",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.78,4.03,19.19,47.28,-1.61,-0.81,0.27,-1.61,48.90,"9,945",1.31,1.34,0.81,0.94,4.40,1.14,niedrig,-0.92,-1.00,0.42,-0.19,-1.69,-0.62,stabil,7.65,39.55,5.40,50.85,28.86,10.76,2.03,58.22,45.73,23.42,1.79,38.24,0.00,66.41,20.31,0.39,3.45
05010207,Darbystraße,"11,116",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.26,4.35,28.46,58.39,-1.62,-0.86,0.37,-0.23,58.62,"11,116",1.76,1.61,1.88,1.49,6.74,1.74,sehr niedrig,-0.92,-1.09,0.50,0.27,-1.24,-0.46,stabil,7.93,33.78,9.32,64.54,44.36,15.37,1.14,66.22,57.39,28.79,1.80,33.35,92.92,64.24,18.40,1.13,4.24
05010208,Germersheimer Platz,"7,464",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.70,4.23,22.91,58.71,-1.68,-0.34,1.50,1.69,57.02,"7,464",1.59,1.51,1.24,1.51,5.85,1.51,sehr niedrig,-0.98,-0.05,1.56,0.91,1.44,0.53,stabil,10.48,51.61,4.38,47.61,27.36,14.87,3.15,56.94,47.53,16.90,2.00,35.38,100.00,56.62,27.28,1.14,-0.64
05010209,An der Kappe,"6,014",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",6.11,1.83,8.81,23.63,-0.15,-0.28,1.30,4.96,18.66,"6,014",-0.39,-0.50,-0.39,-0.24,-1.51,-0.39,mittel,0.52,0.08,1.37,2.01,3.99,1.47,negativ,3.68,26.45,2.09,51.29,26.22,10.64,1.87,64.38,24.78,2.34,2.01,41.87,17.23,70.34,17.68,0.98,2.81
05010310,Eckschanze,"3,761",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.15,3.51,20.93,51.53,-2.15,-1.30,1.84,3.24,48.29,"3,761",1.12,0.91,1.01,1.15,4.19,1.08,niedrig,-1.45,-1.99,1.88,1.43,-0.12,-0.04,stabil,7.85,40.17,9.14,47.69,27.57,15.21,4.00,55.07,38.60,6.38,1.88,37.02,100.00,56.55,24.29,1.91,-3.03
05010311,Eiswerder,"5,500",3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",11.61,4.22,24.02,56.09,-2.88,-1.23,-0.06,-1.17,57.27,"5,500",1.26,1.50,1.37,1.38,5.50,1.42,niedrig,-2.16,-1.83,0.10,-0.05,-3.94,-1.45,positiv,5.87,29.35,4.44,75.68,48.87,24.87,2.11,79.53,42.07,3.83,1.19,27.08,73.40,51.57,41.96,3.10,-2.95
05010312,Kurstraße,"6,770",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.79,4.41,28.55,62.51,-2.04,-1.13,1.45,-0.14,62.65,"6,770",1.92,1.66,1.89,1.70,7.16,1.85,sehr niedrig,-1.34,-1.64,1.51,0.30,-1.17,-0.43,stabil,8.57,38.02,11.94,63.92,47.50,30.77,4.31,54.25,43.72,1.20,1.58,33.70,92.60,46.24,39.63,2.58,2.33
05010313,Ackerstraße,"6,497",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",12.17,4.46,20.16,51.09,-0.68,-0.31,-0.63,-0.86,51.95,"6,497",1.43,1.70,0.92,1.13,5.18,1.34,niedrig,0.00,0.01,-0.42,0.06,-0.35,-0.13,stabil,7.50,35.19,7.70,55.92,35.35,19.62,1.70,55.06,39.07,1.43,1.72,36.18,96.78,51.77,32.60,1.32,0.40
05010314,Carl-Schurz-Straße,"11,671",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.75,3.66,19.39,47.62,-2.02,-0.63,0.17,-3.47,51.09,"11,671",1.00,1.03,0.83,0.96,3.82,0.99,mittel,-1.32,-0.64,0.32,-0.82,-2.45,-0.90,stabil,6.66,39.56,5.71,51.60,32.82,17.04,2.08,55.51,38.15,25.81,1.87,35.63,35.10,55.65,27.44,1.63,-1.14
05010339,Freiheit,448,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.98,5.49,8.26,15.00,0.64,1.82,-0.92,-11.32,26.32,448,1.07,2.56,-0.45,-0.66,2.51,0.65,mittel,1.30,4.32,-0.69,-3.44,1.48,0.55,stabil,9.43,32.43,0.00,32.73,18.97,10.04,-1.01,33.33,13.89,0.00,1.65,38.83,100.00,63.95,27.89,1.90,9.17
05020415,Isenburger Weg,"3,900",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.39,0.52,1.77,3.85,-0.64,-0.39,-0.74,-1.65,5.50,"3,900",-1.51,-1.59,-1.20,-1.22,-5.52,-1.43,hoch,0.04,-0.14,-0.53,-0.21,-0.84,-0.31,stabil,2.46,13.84,0.81,26.26,17.31,4.79,0.07,42.78,8.72,0.00,1.83,40.07,99.85,80.29,13.90,-1.42,3.01
05020416,Am Heideberg,"1,736",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.53,1.31,7.72,21.09,-0.96,-0.62,0.42,0.36,20.73,"1,736",-0.56,-0.93,-0.51,-0.36,-2.37,-0.61,mittel,-0.27,-0.60,0.55,0.47,0.14,0.05,stabil,7.23,38.64,1.34,12.15,4.95,1.73,-0.17,60.00,19.05,0.00,2.10,34.45,100.00,77.90,12.82,-0.76,-6.23
05020417,Staakener Straße,"5,709",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5.17,1.66,5.62,13.77,-0.01,-0.09,1.22,2.53,11.24,"5,709",-0.67,-0.64,-0.76,-0.73,-2.80,-0.72,mittel,0.66,0.45,1.30,1.20,3.61,1.33,negativ,2.24,20.56,1.20,43.65,23.59,9.55,2.31,61.10,23.44,0.52,2.06,43.46,83.80,69.54,22.13,1.23,2.01
05020418,Spandauer Straße,"3,971",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.03,2.18,8.16,14.18,-1.53,-0.44,-1.77,-4.64,18.83,"3,971",-0.11,-0.21,-0.46,-0.70,-1.49,-0.39,mittel,-0.84,-0.26,-1.49,-1.21,-3.79,-1.40,positiv,3.88,35.18,3.98,27.89,16.80,6.85,1.10,56.62,25.10,0.00,1.81,37.03,81.84,65.42,23.00,-0.27,2.25
05020419,Magistratsweg,"6,897",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",12.64,4.19,19.12,54.14,-0.48,-0.62,-0.18,-2.70,56.84,"6,897",1.57,1.47,0.80,1.28,5.13,1.33,niedrig,0.20,-0.62,0.00,-0.56,-0.98,-0.36,stabil,8.35,43.20,3.62,37.88,21.02,9.42,1.93,57.08,55.46,42.92,1.86,37.42,92.23,66.14,18.63,1.22,5.31
05020420,Werkstraße,929,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.23,0.87,5.38,10.61,-1.17,-0.62,0.77,0.88,9.72,929,-0.95,-1.30,-0.78,-0.88,-3.92,-1.01,hoch,-0.48,-0.62,0.88,0.64,0.42,0.16,stabil,0.00,29.41,0.00,23.94,13.02,3.98,-1.27,64.86,10.71,6.37,1.84,38.19,100.00,74.77,15.88,-0.27,3.23
05020521,Döberitzer Weg,"2,876",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.37,0.89,5.08,9.35,-0.87,-0.16,-0.18,-0.03,9.38,"2,876",-1.21,-1.28,-0.82,-0.94,-4.26,-1.10,hoch,-0.19,0.33,-0.01,0.34,0.47,0.17,stabil,0.85,16.46,0.00,33.55,22.01,6.75,0.24,69.07,14.20,0.00,1.83,40.81,95.48,59.26,21.24,2.43,3.13
05020522,Pillnitzer Weg,"7,117",4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",14.23,4.60,30.21,64.74,-0.83,-0.71,2.70,2.40,62.34,"7,117",2.05,1.81,2.08,1.81,7.75,2.01,sehr niedrig,-0.15,-0.78,2.68,1.15,2.90,1.07,negativ,10.19,39.53,8.24,52.58,36.07,19.74,8.89,56.65,54.28,16.63,1.71,32.90,80.54,56.00,28.31,5.94,14.09
05020523,Maulbeerallee,"11,613",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",16.55,5.83,38.73,74.01,-1.98,-0.70,1.13,-0.66,74.67,"11,613",2.74,2.84,3.07,2.27,10.92,2.83,sehr niedrig,-1.28,-0.76,1.22,0.13,-0.70,-0.26,stabil,10.62,38.24,10.56,66.61,48.36,18.25,1.01,69.37,66.75,26.93,1.63,32.86,100.00,59.07,21.20,-0.16,1.73
05020524,Weinmeisterhornweg,"6,082",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.12,1.91,5.69,15.51,-0.39,-0.13,0.25,3.05,12.46,"6,082",-0.69,-0.43,-0.75,-0.64,-2.51,-0.65,mittel,0.29,0.38,0.40,1.37,2.44,0.90,stabil,3.60,25.96,1.98,30.72,14.11,5.16,0.48,43.95,19.64,0.00,2.20,46.53,70.19,75.58,14.47,0.76,6.11
05020625,Borkumer Straße,"7,417",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.17,2.56,15.32,44.47,-1.03,-1.37,0.25,-0.60,45.07,"7,417",0.53,0.11,0.36,0.80,1.80,0.47,mittel,-0.34,-2.13,0.39,0.15,-1.93,-0.71,stabil,5.95,35.74,4.68,57.16,29.63,15.42,3.72,54.90,36.57,0.39,1.85,38.10,93.69,58.31,26.46,2.85,-0.19
05020626,Adamstraße,"17,174",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.68,3.51,17.04,43.21,-1.12,-0.52,0.02,1.62,41.60,"17,174",0.98,0.91,0.56,0.74,3.19,0.82,mittel,-0.43,-0.41,0.18,0.89,0.22,0.08,stabil,6.50,43.84,5.80,45.08,26.63,14.31,1.87,58.99,37.57,2.30,1.99,39.56,99.98,55.42,26.05,0.89,-2.71
05020627,Tiefwerder,"3,889",3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",10.55,3.60,22.37,54.33,-0.05,-0.21,1.75,5.44,48.89,"3,889",0.94,0.98,1.18,1.29,4.39,1.14,niedrig,0.62,0.22,1.79,2.17,4.80,1.77,negativ,6.44,37.35,8.72,54.72,31.86,14.63,2.56,64.67,59.51,0.00,1.83,38.31,86.81,56.21,24.48,0.81,-3.38
05020628,Graetschelsteig,"1,985",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.36,3.70,12.14,41.44,-0.41,0.15,-0.69,-0.52,41.95,"1,985",0.59,1.07,0.00,0.65,2.30,0.59,mittel,0.27,0.93,-0.48,0.17,0.89,0.33,stabil,3.64,39.61,3.08,43.46,19.04,8.66,0.27,63.37,32.89,85.03,2.01,39.23,100.00,68.21,12.15,-0.17,2.08
05020629,Börnicker Straße,"4,370",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.28,1.11,2.84,2.93,0.06,-0.31,-0.09,-3.39,6.32,"4,370",-0.94,-1.10,-1.08,-1.26,-4.38,-1.13,hoch,0.73,0.02,0.07,-0.79,0.04,0.02,stabil,0.00,20.96,1.48,32.16,12.20,5.63,0.13,39.43,10.40,0.00,2.35,55.77,3.46,72.60,14.16,0.71,0.14
05030730,Zitadellenweg,"3,786",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.59,1.67,12.04,22.32,-0.98,-0.28,-0.60,-4.23,26.55,"3,786",-0.54,-0.63,-0.01,-0.30,-1.49,-0.39,mittel,-0.29,0.08,-0.40,-1.07,-1.68,-0.62,stabil,1.62,16.33,3.44,64.32,49.58,14.79,0.89,63.04,23.58,0.00,1.47,29.50,51.16,56.27,21.65,4.38,9.06
05030731,Gartenfelder Straße,"11,499",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.64,3.83,20.51,53.72,-1.40,-0.71,0.97,1.38,52.35,"11,499",1.27,1.17,0.96,1.26,4.67,1.21,niedrig,-0.71,-0.80,1.06,0.81,0.37,0.13,stabil,7.50,38.08,3.98,63.40,37.98,16.67,2.97,54.93,50.14,56.71,1.83,34.36,26.34,55.01,23.14,3.50,7.73
05030832,Rohrdamm,"11,346",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.13,2.88,17.60,43.55,-1.44,-0.79,1.42,2.73,40.82,"11,346",0.52,0.38,0.63,0.75,2.27,0.59,mittel,-0.74,-0.96,1.48,1.26,1.05,0.39,stabil,4.11,34.60,6.61,59.18,38.35,20.44,2.64,64.51,38.55,0.00,1.75,35.98,85.25,60.57,23.67,1.26,2.63
05030833,Motardstraße,"1,407",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.25,0.49,3.20,5.54,-1.13,-0.40,-1.65,4.00,1.54,"1,407",-1.55,-1.62,-1.04,-1.13,-5.34,-1.38,hoch,-0.44,-0.17,-1.37,1.69,-0.29,-0.11,stabil,0.00,9.00,0.00,90.61,79.67,72.78,18.57,97.66,1.89,0.00,0.42,11.06,100.00,21.37,391.68,19.74,-12.15
05040934,Alt-Gatow,"3,984",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.12,0.62,2.16,3.34,-0.49,-0.16,-0.30,-0.91,4.25,"3,984",-1.59,-1.51,-1.16,-1.24,-5.50,-1.42,hoch,0.19,0.31,-0.12,0.04,0.42,0.16,stabil,0.62,16.21,0.84,54.02,29.24,21.56,17.43,89.76,3.15,5.73,1.80,42.67,0.00,65.02,55.18,7.84,44.65
05040935,Groß-Glienicker Weg,418,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.32,2.51,6.94,0.00,-0.54,-0.31,-2.67,0.00,0.00,418,0.57,0.07,-0.60,-1.41,-1.37,-0.35,mittel,0.14,0.02,-2.33,0.35,-1.83,-0.67,stabil,0.00,20.00,0.00,30.43,23.21,14.59,8.10,65.57,17.31,34.65,1.85,35.48,0.00,60.31,25.31,3.98,22.05
05040936,Jägerallee,"9,324",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.73,0.67,1.48,2.77,-0.10,0.21,-1.06,-2.14,4.91,"9,324",-1.40,-1.47,-1.23,-1.27,-5.38,-1.39,hoch,0.57,1.06,-0.83,-0.37,0.43,0.16,stabil,1.44,16.19,0.70,25.25,14.30,4.43,0.59,46.73,10.00,0.00,2.09,48.19,0.00,65.24,19.28,5.17,22.91
05040937,Kladower Damm,"2,148",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1.83,0.70,1.26,1.63,-0.50,-0.22,-0.60,-2.40,4.03,"2,148",-1.67,-1.44,-1.26,-1.33,-5.71,-1.48,hoch,0.18,0.20,-0.40,-0.46,-0.48,-0.18,stabil,0.00,23.78,0.40,23.51,11.45,3.96,-0.04,40.00,6.58,0.00,2.20,48.81,0.00,73.87,12.69,0.88,5.27
05040938,Kafkastraße,"3,565",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",3.11,0.73,2.58,9.57,0.24,-0.04,0.86,2.92,6.65,"3,565",-1.29,-1.42,-1.11,-0.93,-4.75,-1.23,hoch,0.90,0.56,0.97,1.32,3.76,1.39,negativ,1.27,24.21,0.00,19.03,9.82,3.70,0.38,43.18,2.80,0.00,2.28,50.29,0.00,71.07,16.28,1.24,10.11
06010101,Fichtenberg,"6,820",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.40,1.15,3.27,6.78,-0.55,-0.13,0.00,0.87,5.91,"6,820",-1.20,-1.07,-1.03,-1.07,-4.37,-1.13,hoch,0.13,0.38,0.16,0.64,1.32,0.49,stabil,0.44,23.24,1.62,34.97,21.11,11.23,0.59,50.26,9.19,0.79,2.09,45.68,0.00,66.06,19.27,0.87,2.90
06010102,Schloßstraße,"8,755",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.92,2.16,7.93,18.57,0.46,0.46,-0.56,-1.20,19.77,"8,755",-0.44,-0.22,-0.49,-0.49,-1.64,-0.43,mittel,1.12,1.58,-0.37,-0.06,2.28,0.84,stabil,1.47,29.38,5.76,53.45,33.14,18.89,1.45,56.83,17.96,0.35,1.91,42.60,0.00,59.60,25.78,1.01,0.11
06010103,Markelstraße,"6,334",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.05,2.03,6.47,15.02,0.10,-0.23,-0.89,-2.46,17.48,"6,334",-0.41,-0.33,-0.66,-0.66,-2.06,-0.53,mittel,0.77,0.18,-0.67,-0.48,-0.20,-0.07,stabil,2.87,29.60,4.08,44.62,29.24,14.87,0.33,51.27,17.06,0.00,1.82,39.74,0.00,64.61,21.76,0.25,-4.92
06010204,Munsterdamm,"6,830",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.69,2.84,10.12,24.94,0.06,0.10,-1.07,-0.94,25.88,"6,830",0.08,0.34,-0.24,-0.17,0.02,0.00,mittel,0.73,0.84,-0.84,0.03,0.77,0.28,stabil,3.23,34.03,3.65,47.31,29.90,14.06,1.71,54.90,27.47,0.05,1.76,37.64,11.08,68.77,17.92,0.63,-2.41
06010205,Südende,"9,627",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.12,2.27,8.90,21.04,-0.01,-0.49,-0.07,-0.43,21.47,"9,627",-0.09,-0.13,-0.38,-0.36,-0.96,-0.25,mittel,0.66,-0.34,0.09,0.20,0.62,0.23,stabil,4.19,27.66,4.32,47.06,27.59,13.36,1.79,55.75,19.76,0.50,1.85,40.93,10.36,64.07,20.74,0.79,0.35
06010206,Stadtpark,"7,638",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.48,2.46,8.08,20.77,-0.13,-0.03,-0.22,0.55,20.22,"7,638",-0.28,0.03,-0.47,-0.38,-1.10,-0.29,mittel,0.54,0.58,-0.04,0.53,1.61,0.59,stabil,3.28,29.46,4.05,39.42,24.71,13.41,0.59,56.54,23.42,0.00,1.93,40.47,0.00,64.62,22.97,0.88,-1.27
06010207,Mittelstraße,"7,863",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.65,2.22,8.30,21.87,0.03,-0.53,-0.79,-0.73,22.59,"7,863",-0.23,-0.17,-0.45,-0.32,-1.17,-0.30,mittel,0.70,-0.43,-0.57,0.10,-0.20,-0.07,stabil,3.24,29.99,4.77,50.19,29.34,15.48,0.44,56.20,20.36,0.50,1.93,40.84,0.00,63.35,23.27,0.51,-2.54
06010208,Bergstraße,"6,433",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.63,2.00,8.52,17.60,-0.66,-0.69,-1.18,-2.99,20.59,"6,433",-0.23,-0.36,-0.42,-0.54,-1.55,-0.40,mittel,0.02,-0.76,-0.94,-0.66,-2.33,-0.86,stabil,3.16,29.83,6.95,43.35,26.72,13.80,0.50,54.95,14.96,0.89,1.93,42.13,0.00,63.55,27.09,0.66,0.45
06010209,Feuerbachstraße,"9,055",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.53,2.22,8.63,20.97,-0.36,-0.17,-0.34,-1.23,22.20,"9,055",-0.26,-0.17,-0.41,-0.37,-1.21,-0.31,mittel,0.31,0.30,-0.15,-0.06,0.39,0.15,stabil,2.15,31.84,5.20,50.90,28.91,15.44,0.91,55.51,19.33,5.81,1.89,39.50,0.00,60.73,24.47,1.36,-8.86
06010210,Bismarckstraße,"4,887",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.32,2.54,9.27,22.22,-0.77,-0.72,-1.61,-2.59,24.81,"4,887",-0.03,0.10,-0.34,-0.31,-0.57,-0.15,mittel,-0.08,-0.81,-1.34,-0.52,-2.75,-1.02,positiv,1.58,31.47,4.22,40.00,25.33,12.95,0.78,60.35,24.64,1.62,1.89,38.38,0.00,62.50,22.00,1.55,-3.32
06020301,Alt-Lankwitz,"4,985",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.14,2.63,9.25,18.62,0.32,-0.23,0.36,-0.40,19.02,"4,985",-0.08,0.17,-0.34,-0.48,-0.73,-0.19,mittel,0.98,0.17,0.49,0.21,1.86,0.69,stabil,2.33,30.70,2.30,35.19,19.66,9.15,1.31,46.93,21.63,0.00,1.97,41.42,0.00,69.20,18.01,1.59,3.81
06020302,Komponistenviertel Lankwitz,"5,391",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.44,1.83,5.40,14.98,0.15,0.15,-0.13,0.44,14.54,"5,391",-0.59,-0.50,-0.78,-0.66,-2.53,-0.66,mittel,0.82,0.95,0.04,0.50,2.30,0.85,stabil,1.64,24.27,1.64,38.50,19.12,9.61,0.43,50.58,24.06,0.00,1.96,43.38,0.00,63.93,19.25,2.12,0.27
06020303,Lankwitz Kirche,"7,249",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.93,3.38,11.60,30.96,0.83,-0.17,-0.81,-2.59,33.55,"7,249",0.46,0.80,-0.07,0.13,1.32,0.34,mittel,1.48,0.31,-0.59,-0.52,0.68,0.25,stabil,4.03,38.29,3.34,45.38,25.37,12.79,1.12,58.58,29.69,13.87,1.85,37.40,0.00,62.84,20.51,0.89,-2.10
06020304,Kaiser-Wilhelm-Straße,"6,887",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.93,2.87,10.38,26.98,-0.25,0.25,-0.85,-0.99,27.98,"6,887",0.16,0.37,-0.21,-0.07,0.25,0.07,mittel,0.43,1.14,-0.64,0.01,0.94,0.35,stabil,3.53,38.62,4.17,41.92,23.42,11.85,1.61,58.82,27.87,29.03,1.90,38.76,0.00,63.35,19.66,0.41,-0.83
06020305,Gemeindepark Lankwitz,"11,139",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.16,2.90,12.61,33.00,-0.54,-0.35,-0.90,-2.96,35.95,"11,139",0.23,0.39,0.05,0.23,0.90,0.23,mittel,0.14,-0.08,-0.68,-0.64,-1.26,-0.47,stabil,3.96,35.62,4.55,43.76,29.84,15.69,0.79,54.69,22.29,5.62,1.72,34.31,50.05,62.43,22.94,1.67,0.35
06020306,Lankwitz Süd,"6,415",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.73,1.63,5.36,14.54,0.28,-0.01,-0.46,0.97,13.56,"6,415",-0.80,-0.67,-0.79,-0.69,-2.95,-0.76,mittel,0.95,0.61,-0.26,0.67,1.97,0.73,stabil,1.84,22.82,2.01,28.60,16.48,6.92,0.12,49.77,18.40,8.58,2.09,45.15,48.78,73.98,14.26,-0.27,1.84
06020407,Thermometersiedlung,"4,824",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.62,4.28,20.34,60.57,0.09,-0.53,-0.57,-0.94,61.51,"4,824",1.27,1.55,0.94,1.60,5.36,1.39,niedrig,0.76,-0.42,-0.37,0.03,-0.01,0.00,stabil,4.19,33.73,7.02,69.93,47.64,24.54,-0.10,66.98,30.51,0.00,1.66,32.85,100.00,64.25,23.62,-0.59,1.11
06020408,Lichterfelde Süd,"6,477",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.11,2.59,9.68,27.27,0.02,-0.35,0.19,0.01,27.26,"6,477",-0.09,0.14,-0.29,-0.05,-0.29,-0.08,mittel,0.69,-0.07,0.34,0.35,1.32,0.49,stabil,4.56,27.10,3.85,40.79,19.65,8.92,0.55,56.57,30.83,12.25,2.11,42.64,39.34,69.30,16.59,-0.42,5.63
06020409,Königsberger Straße,"8,222",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.81,2.08,5.59,14.05,-0.31,-0.32,-0.57,-0.90,14.95,"8,222",-0.48,-0.29,-0.76,-0.71,-2.24,-0.58,mittel,0.37,0.00,-0.37,0.05,0.03,0.01,stabil,3.50,28.01,1.86,33.61,20.62,10.98,0.97,51.83,16.08,0.48,1.91,43.14,0.00,65.37,20.88,1.49,2.62
06020410,Oberhofer Platz,"6,884",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.13,1.44,3.85,7.21,0.00,0.04,-0.18,1.20,6.00,"6,884",-0.98,-0.83,-0.96,-1.05,-3.82,-0.99,mittel,0.67,0.72,-0.01,0.75,2.14,0.79,stabil,1.50,25.55,1.98,20.70,15.62,8.82,0.90,60.63,11.31,0.14,2.13,47.23,0.00,69.13,23.10,0.67,4.71
06020411,Schütte-Lanz-Straße,"8,445",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.57,2.09,5.49,12.58,-0.36,0.01,-0.75,-2.11,14.69,"8,445",-0.85,-0.28,-0.77,-0.78,-2.69,-0.70,mittel,0.31,0.67,-0.54,-0.36,0.09,0.03,stabil,1.57,19.01,1.80,35.09,20.04,8.40,0.55,50.92,20.36,0.00,2.01,43.19,0.00,68.24,17.38,0.04,1.00
